object_probs,left,top,right,bottom
motorbike 0.85228,38,456,94,528
motorbike 0.84602,181,350,205,382
motorbike 0.75065,112,394,151,432
motorbike 0.63641,241,331,275,369
motorbike 0.58538,94,351,125,390
person 0.79879 motorbike 0.51300,180,328,206,371
car 0.92023,512,237,548,261
car 0.89461,550,211,582,237
car 0.61213,597,210,640,236
person 0.91730,39,431,94,517
person 0.80052,112,364,152,423
person 0.72098,182,319,204,347
person 0.68061,228,309,253,348
person 0.66361,89,327,129,382
person 0.63559,244,314,272,348
person 0.63369,235,305,275,362
person 0.59964,230,297,253,324
