object_probs,left,top,right,bottom
motorbike 0.96753,959,421,1053,489
motorbike 0.93125,769,408,846,461
motorbike 0.88223,583,309,611,349
motorbike 0.86796,697,355,740,411
motorbike 0.85778,191,327,256,374
motorbike 0.85557,268,249,298,275
motorbike 0.71846,628,331,654,369
motorbike 0.55326,339,339,402,391
motorbike 0.54076,624,294,645,323
car 0.95449,493,340,623,456
car 0.72138,560,233,610,290
person 0.95285,780,368,831,452
person 0.73817,985,393,1031,473
person 0.68267,345,321,385,385
person 0.65072,196,320,244,371
person 0.52032,586,294,608,329
person 0.51627,204,317,238,348
