object_probs,left,top,right,bottom
motorbike 0.84199,239,351,267,387
motorbike 0.81711,57,383,103,436
motorbike 0.79894,303,330,331,369
motorbike 0.74032,305,348,331,378
motorbike 0.65403,101,329,129,371
motorbike 0.50241,371,248,383,269
car 0.59167,235,267,285,294
person 0.90984,304,315,331,347
person 0.89201,59,363,100,416
person 0.87100,315,255,331,283
person 0.68100,625,233,641,261
person 0.58957,549,234,567,267
person 0.58952,644,232,661,264
person 0.56752,1,360,34,426
person 0.55036,606,248,619,275
