object_probs,left,top,right,bottom
motorbike 0.92949,558,284,581,321
motorbike 0.90322,829,381,904,443
motorbike 0.83316,580,345,614,387
motorbike 0.72762,682,356,721,408
motorbike 0.71087,301,307,359,355
motorbike 0.69568,603,285,623,321
motorbike 0.62372,579,253,600,282
person 0.61058,558,273,581,308
person 0.81396 motorbike 0.52100,581,319,617,379
car 0.81906,593,217,635,245
car 0.70705,497,239,550,297
person 0.76547,681,321,720,386
person 0.73092,303,302,351,354
person 0.62317,649,302,687,366
person 0.57541,841,366,893,427
person 0.55484,602,271,622,309
