object_probs,left,top,right,bottom
motorbike 0.94277,222,308,245,347
motorbike 0.91421,123,393,173,463
motorbike 0.82987,293,307,320,345
person 0.71877 motorbike 0.60688,141,308,172,350
motorbike 0.60293,167,351,199,392
motorbike 0.59124,53,377,101,442
motorbike 0.55562,270,312,292,335
motorbike 0.54103,145,327,171,361
car 0.86191,511,236,549,260
car 0.81311,549,212,583,238
person 0.98646,124,377,172,458
person 0.92937,264,286,292,329
person 0.87811,53,367,97,428
person 0.57254,223,295,247,324
person 0.55538,294,293,317,328
person 0.52151,8,474,84,562
