object_probs,left,top,right,bottom
truck 0.75450,943,498,1079,705
truck 0.54473,593,224,640,273
motorbike 0.84583,264,372,294,415
motorbike 0.78604,601,602,703,677
motorbike 0.71877,178,393,210,435
motorbike 0.69425,12,480,83,589
motorbike 0.61352,312,314,334,336
person 0.65829 motorbike 0.55315,290,268,309,298
car 0.90304,511,235,551,259
car 0.72860,550,210,583,236
person 0.95370,311,292,335,331
person 0.92192,178,358,213,422
person 0.85186,637,556,708,640
person 0.81817,19,476,74,560
person 0.81580,261,340,294,404
person 0.73537,230,292,257,335
person 0.62364,378,233,388,251
person 0.59957,338,251,360,282
