object_probs,left,top,right,bottom
traffic light 0.55792,417,172,433,194
motorbike 0.95420,890,416,985,481
motorbike 0.86201,572,347,600,389
motorbike 0.79608,648,340,687,397
motorbike 0.72418,786,419,860,485
motorbike 0.71448,244,252,269,281
motorbike 0.63338,622,272,647,303
person 0.50071 motorbike 0.61923,582,293,603,324
motorbike 0.54598,576,331,602,365
person 0.59983 motorbike 0.51732,581,312,603,343
car 0.83128,589,226,629,255
car 0.79268,482,274,537,336
person 0.88254,649,316,686,381
person 0.83530,918,385,962,451
person 0.62426,802,409,849,468
person 0.52006,584,273,606,301
