object_probs,left,top,right,bottom
motorbike 0.96277,888,417,974,477
motorbike 0.93065,724,385,786,443
motorbike 0.92279,248,330,307,369
motorbike 0.87354,680,347,707,390
motorbike 0.84664,620,326,644,362
motorbike 0.83069,1002,478,1079,551
motorbike 0.78061,582,305,604,342
motorbike 0.77907,380,320,427,374
person 0.51781 motorbike 0.77693,579,288,604,331
person 0.65731 motorbike 0.67085,242,253,271,282
motorbike 0.50807,613,303,648,360
car 0.98062,479,332,593,437
car 0.86331,565,237,615,284
person 0.91159,903,381,949,452
person 0.90830,261,310,295,343
person 0.75719,1029,444,1079,540
person 0.70648,731,354,777,433
