object_probs,left,top,right,bottom
motorbike 0.96692,920,400,1006,469
motorbike 0.96368,227,329,297,370
motorbike 0.91555,552,287,576,329
motorbike 0.88520,726,378,775,430
motorbike 0.86930,603,292,623,324
motorbike 0.83895,677,346,707,389
motorbike 0.76796,642,290,661,318
motorbike 0.70905,610,339,648,396
motorbike 0.63523,579,253,601,286
motorbike 0.56735,618,366,648,403
car 0.67902,494,243,555,301
car 0.62161,458,189,488,214
car 0.53522,592,223,635,251
person 0.84314,942,383,989,446
person 0.75429,617,333,644,367
person 0.73557,689,314,714,348
person 0.68854,741,350,769,388
person 0.68394,676,322,712,382
person 0.64533,241,308,268,346
person 0.57915,233,306,277,362
