object_probs,left,top,right,bottom
motorbike 0.91183,700,361,741,417
motorbike 0.86291,972,435,1072,518
motorbike 0.83587,640,310,664,346
motorbike 0.83455,789,383,863,444
motorbike 0.78840,188,381,275,430
motorbike 0.63921,339,235,358,254
motorbike 0.62618,0,346,62,398
motorbike 0.58031,414,289,444,329
person 0.72405 motorbike 0.55713,608,324,644,383
car 0.99352,584,388,772,515
car 0.89899,551,261,609,312
person 0.71735,624,233,642,265
person 0.64584,6,339,53,395
person 0.61458,984,410,1022,497
person 0.58819,199,354,242,420
person 0.51620,215,355,259,418
