object_probs,left,top,right,bottom
motorbike 0.96394,862,398,945,457
motorbike 0.91094,555,287,578,324
motorbike 0.90508,696,359,741,413
motorbike 0.89966,595,349,624,393
motorbike 0.86964,272,320,336,365
motorbike 0.69888,657,320,693,376
motorbike 0.64945,604,287,624,321
motorbike 0.60375,579,252,600,284
motorbike 0.56474,638,272,659,310
car 0.70717,591,221,634,254
car 0.58941,496,242,550,300
person 0.85541,698,340,738,406
person 0.82994,593,322,626,384
person 0.77381,878,373,929,444
person 0.66602,707,338,732,370
person 0.65775,275,305,324,358
person 0.61176,559,270,580,304
