object_probs,left,top,right,bottom
truck 0.93866,330,513,631,704
truck 0.68984,750,588,1052,719
bus 0.89779,734,375,918,562
person 0.74681 motorbike 0.81589,392,283,418,328
motorbike 0.81290,577,303,617,352
person 0.59771 motorbike 0.77951,353,235,376,264
motorbike 0.72739,472,482,519,532
motorbike 0.68213,151,539,197,621
car 0.95264,456,278,564,380
car 0.94023,219,361,339,486
car 0.90647,284,421,443,601
car 0.68162,216,338,295,411
car 0.66717,1055,484,1079,555
person 0.86945,470,443,517,506
person 0.70604,594,565,645,633
person 0.59884,475,269,499,290
person 0.51635,596,266,622,302
