object_probs,left,top,right,bottom
motorbike 0.91182,621,330,656,367
motorbike 0.87661,449,334,480,370
motorbike 0.84971,356,342,394,403
motorbike 0.76700,200,616,269,698
motorbike 0.64427,326,270,347,298
motorbike 0.55186,311,233,334,259
motorbike 0.50428,393,268,444,317
car 0.99626,311,486,493,658
car 0.98803,429,389,597,525
car 0.97752,209,345,318,452
car 0.59770,389,266,448,317
person 0.95385,192,555,267,684
person 0.75402,448,313,475,344
person 0.74337,622,311,654,344
person 0.63051,354,334,385,365
