object_probs,left,top,right,bottom
motorbike 0.92404,670,341,714,395
motorbike 0.89667,400,379,442,433
motorbike 0.86817,421,281,483,334
motorbike 0.85433,355,285,379,321
motorbike 0.84379,514,370,553,410
person 0.80968 motorbike 0.74399,333,234,356,267
motorbike 0.53675,225,679,290,719
person 0.50203 motorbike 0.51370,354,275,375,305
car 0.99113,340,531,540,705
car 0.99046,219,361,336,465
car 0.98294,497,424,702,592
person 0.96720,218,611,291,715
person 0.76305,672,325,711,384
person 0.72298,511,340,551,401
person 0.68249,512,337,544,369
person 0.67477,401,357,434,388
