object_probs,left,top,right,bottom
car 0.67866 truck 0.57752,230,379,370,535
motorbike 0.97966,594,397,638,458
motorbike 0.97787,691,418,742,488
motorbike 0.96360,902,440,978,507
motorbike 0.88311,518,399,556,452
motorbike 0.78522,302,228,316,254
motorbike 0.76522,155,561,202,632
motorbike 0.73125,448,367,474,409
car 0.88306,334,234,376,265
car 0.77092,290,198,315,218
person 0.96374,513,366,552,424
person 0.90844,692,393,738,473
person 0.82254,594,374,636,452
person 0.73904,146,501,194,613
person 0.65391,440,337,465,368
person 0.51608,697,393,728,433
