object_probs,left,top,right,bottom
truck 0.66018,676,373,875,524
bus 0.97461,882,434,1070,669
motorbike 0.86376,819,611,944,716
person 0.64543 motorbike 0.82964,348,289,379,326
motorbike 0.76721,734,645,821,719
motorbike 0.72148,483,340,520,400
motorbike 0.70811,572,263,617,310
motorbike 0.67355,151,560,197,630
car 0.95607,207,357,340,482
car 0.94858,314,457,505,694
car 0.65220,674,361,876,516
person 0.65089,480,325,509,365
person 0.61414,121,482,197,607
person 0.60370,755,622,810,703
person 0.52444,352,280,372,305
