object_probs,left,top,right,bottom
truck 0.91985,332,504,615,706
bus 0.55069,848,431,1070,626
motorbike 0.89062,768,386,827,438
motorbike 0.76296,480,366,512,413
motorbike 0.75052,477,283,501,319
person 0.60618,476,271,501,309
motorbike 0.53131,309,227,325,251
motorbike 0.50468,583,260,628,306
car 0.98065,216,363,337,485
car 0.97764,286,426,438,599
car 0.96506,538,320,681,435
person 0.95250,366,382,406,442
person 0.77864,480,341,513,404
person 0.74635,480,339,505,365
person 0.57965,773,356,820,422
