object_probs,left,top,right,bottom
motorbike 0.89050,876,373,945,449
motorbike 0.76543,936,501,1010,577
motorbike 0.71426,679,504,762,614
motorbike 0.65683,609,643,685,719
car 0.99495,304,251,366,310
car 0.97937,259,343,357,430
car 0.97221,936,542,1078,719
car 0.96723,502,356,642,460
car 0.96413,527,290,660,381
car 0.95906,682,425,836,556
car 0.95540,434,303,537,390
car 0.94033,270,518,453,718
car 0.91119,695,339,872,458
person 0.87214,547,671,609,719
person 0.59794,600,573,680,697
person 0.57483,949,466,1012,530
person 0.56611,690,485,735,550
person 0.55576,879,355,927,430
