object_probs,left,top,right,bottom
truck 0.59748,782,409,1004,590
motorbike 0.88929,359,646,449,719
person 0.75661 motorbike 0.78704,566,287,592,330
motorbike 0.66590,958,643,1062,719
motorbike 0.64178,148,542,197,610
motorbike 0.63123,548,458,633,535
motorbike 0.52614,567,308,590,334
car 0.99284,267,434,410,559
car 0.97226,345,329,457,427
car 0.96617,211,348,306,426
car 0.82151,777,423,1007,583
car 0.77059,345,249,389,282
car 0.72677,294,316,321,356
car 0.64573,354,284,375,316
person 0.92793,582,427,633,489
person 0.62136,137,494,185,577
person 0.54845,144,526,195,594
