object_probs,left,top,right,bottom
truck 0.89083,336,492,630,703
motorbike 0.95200,556,347,589,382
motorbike 0.94756,660,338,704,388
motorbike 0.93359,517,306,543,338
motorbike 0.82496,350,285,370,316
motorbike 0.79699,399,253,421,285
motorbike 0.77645,150,538,197,621
person 0.76402 motorbike 0.65555,345,274,367,310
person 0.88816 motorbike 0.63192,515,293,541,327
car 0.94703,226,374,341,479
car 0.91696,287,422,437,606
person 0.82297,257,620,317,712
person 0.77631,554,319,580,346
person 0.76384,146,508,194,605
person 0.72122,662,316,689,345
person 0.64855,660,324,702,379
