object_probs,left,top,right,bottom
truck 0.77730,236,388,388,542
motorbike 0.97822,536,403,576,463
motorbike 0.96813,959,457,1040,534
motorbike 0.93239,719,437,770,505
motorbike 0.87801,618,418,662,474
motorbike 0.87468,456,362,491,419
motorbike 0.75940,154,561,202,632
motorbike 0.65108,301,231,317,258
car 0.95145,337,233,380,265
car 0.77723,290,199,313,217
person 0.97136,534,379,572,449
person 0.90196,615,382,657,448
person 0.81034,146,500,194,614
person 0.72434,978,420,1025,488
person 0.65705,535,380,568,411
person 0.65677,718,411,767,491
person 0.62882,456,352,483,385
person 0.55375,455,345,489,405
