object_probs,left,top,right,bottom
truck 0.66261,648,361,854,514
bus 0.95960,866,433,1079,635
motorbike 0.92401,394,289,423,327
motorbike 0.91861,311,249,339,278
motorbike 0.84917,340,268,362,298
motorbike 0.62578,585,316,624,369
motorbike 0.51988,546,470,595,558
car 0.94655,289,424,448,604
car 0.82696,651,362,838,512
car 0.73952,214,358,340,487
person 0.85743,546,452,596,541
person 0.76071,492,567,563,637
person 0.71565,572,264,614,312
person 0.59372,392,280,415,304
person 0.58424,316,674,380,719
