object_probs,left,top,right,bottom
truck 0.86209,330,490,634,705
motorbike 0.92839,685,384,736,439
motorbike 0.89266,577,327,608,366
motorbike 0.86409,740,361,789,413
motorbike 0.76932,424,265,451,302
motorbike 0.73602,363,287,389,329
motorbike 0.52706,151,538,198,623
car 0.95461,229,380,343,487
car 0.85069,290,422,437,603
person 0.91429,686,354,735,427
person 0.75218,740,340,781,405
person 0.69862,595,266,621,303
person 0.68470,282,682,318,719
person 0.60843,577,311,603,349
person 0.50441,584,272,607,304
