object_probs,left,top,right,bottom
motorbike 0.96174,803,600,917,714
motorbike 0.72366,610,641,686,718
motorbike 0.54558,937,492,1020,573
car 0.99869,326,261,397,325
car 0.99378,576,305,709,406
car 0.99261,283,354,400,472
car 0.98863,616,406,833,557
car 0.98335,935,541,1079,719
car 0.96949,496,349,640,462
car 0.94548,779,379,997,513
car 0.93516,446,302,571,401
car 0.93124,260,539,464,704
car 0.55759,291,197,319,219
person 0.94632,547,671,609,719
person 0.91438,820,544,906,660
person 0.71031,603,570,681,699
