object_probs,left,top,right,bottom
truck 0.79506,339,507,618,707
bus 0.80009,790,415,1018,577
motorbike 0.83749,431,326,456,363
person 0.67213 motorbike 0.79216,393,250,413,281
motorbike 0.73026,152,539,198,621
motorbike 0.57667,707,363,767,410
motorbike 0.55461,194,484,242,553
motorbike 0.54693,579,291,607,326
car 0.97545,496,302,612,408
car 0.93292,219,364,335,485
car 0.81939,285,422,438,597
person 0.89375,524,481,575,552
person 0.86447,428,272,452,304
person 0.77373,721,337,747,370
person 0.68310,429,310,455,346
person 0.64382,593,565,645,636
person 0.50291,714,341,758,401
