object_probs,left,top,right,bottom
truck 0.68405,679,374,879,526
bus 0.95067,903,451,1078,667
motorbike 0.80076,512,365,553,422
motorbike 0.78535,359,299,402,351
motorbike 0.73372,427,367,455,409
motorbike 0.61962,571,264,616,310
motorbike 0.56256,150,531,202,627
car 0.95440,282,275,332,335
car 0.93794,206,354,346,486
car 0.91437,327,467,540,719
car 0.78196,290,227,315,258
car 0.62082,679,363,873,512
person 0.79206,424,339,453,370
person 0.71825,509,349,548,382
person 0.70647,368,296,396,326
person 0.67009,941,641,1027,718
person 0.61361,423,341,457,402
person 0.59103,119,481,200,608
person 0.50661,962,625,1046,702
