object_probs,left,top,right,bottom
truck 0.88839,330,490,631,703
motorbike 0.93123,350,283,372,318
motorbike 0.91257,577,351,610,391
motorbike 0.89264,670,346,717,392
motorbike 0.75730,524,306,552,343
motorbike 0.75510,152,562,197,632
motorbike 0.53740,400,254,425,286
car 0.96972,224,374,342,479
car 0.92233,287,423,439,606
person 0.93009,258,628,329,719
person 0.80569,679,320,705,350
person 0.80395,347,276,369,310
person 0.77056,147,509,194,603
person 0.72811,573,323,609,382
person 0.66564,674,321,714,378
person 0.60243,524,292,549,329
