object_probs,left,top,right,bottom
truck 0.85155,349,510,618,710
bus 0.87597,860,435,1072,658
motorbike 0.89855,512,305,543,338
motorbike 0.83796,398,307,425,344
motorbike 0.77752,757,521,831,604
motorbike 0.70366,508,290,539,327
motorbike 0.52804,581,272,613,306
car 0.85703,227,356,327,486
car 0.84306,645,357,837,508
car 0.81240,285,422,438,604
person 0.93252,769,480,823,552
person 0.83000,398,291,421,333
person 0.76129,557,508,623,569
person 0.55086,296,649,348,718
person 0.50559,137,500,184,574
