object_probs,left,top,right,bottom
truck 0.53451,684,376,898,527
truck 0.53072,213,362,354,493
car 0.74820,678,376,887,528
bus 0.89012,953,478,1079,701
motorbike 0.96439,554,399,598,460
motorbike 0.88261,461,400,498,457
motorbike 0.74678,570,264,616,310
motorbike 0.71477,381,319,425,374
motorbike 0.59422,169,558,217,639
car 0.98502,284,282,347,349
car 0.89880,354,516,583,712
car 0.80024,293,232,323,260
car 0.76739,231,369,357,493
car 0.52324,288,201,314,219
person 0.86390,551,370,586,409
person 0.81891,382,308,425,362
person 0.81757,458,374,489,408
person 0.66623,552,377,593,446
