object_probs,left,top,right,bottom
motorbike 0.93571,893,378,965,448
motorbike 0.83824,726,558,817,649
motorbike 0.75056,935,502,1010,575
motorbike 0.68533,611,642,685,719
car 0.99714,311,256,376,312
car 0.99363,260,340,370,445
car 0.98614,440,305,543,391
car 0.98310,717,354,905,481
car 0.98290,623,409,836,549
car 0.97954,936,543,1078,719
car 0.97907,505,355,639,460
car 0.97865,539,294,678,386
car 0.93932,271,518,456,718
person 0.96470,547,671,610,719
person 0.77820,948,466,1013,532
person 0.73393,732,510,781,570
person 0.64386,899,358,944,428
person 0.52427,603,576,682,697
