object_probs,left,top,right,bottom
motorbike 0.89792,801,359,844,421
motorbike 0.87402,487,422,538,475
motorbike 0.78920,935,504,1012,575
car 0.99677,496,271,591,348
car 0.99628,391,286,489,360
car 0.99609,484,346,631,446
car 0.99476,620,419,831,556
car 0.98825,251,498,434,709
car 0.96400,935,544,1079,719
car 0.92838,597,317,742,411
car 0.87499,282,238,314,280
person 0.93963,547,671,609,719
person 0.86800,801,335,838,405
person 0.75089,949,468,1012,529
person 0.71396,486,378,531,454
person 0.57772,803,336,831,373
person 0.52695,596,563,627,642
