object_probs,left,top,right,bottom
truck 0.91550,338,508,622,709
motorbike 0.90814,532,303,566,341
person 0.79309 motorbike 0.84891,394,272,416,303
person 0.84722 motorbike 0.80708,311,253,330,283
motorbike 0.75252,242,578,284,664
person 0.55346 motorbike 0.69151,352,234,370,263
motorbike 0.67857,429,272,449,299
person 0.50048,531,292,564,327
motorbike 0.67533,155,564,198,633
motorbike 0.58405,396,287,416,313
car 0.98282,220,363,334,454
car 0.91995,289,421,443,597
person 0.90228,234,522,285,626
person 0.66318,594,266,622,304
person 0.64764,139,509,185,605
person 0.51240,423,257,442,284
person 0.50006,531,282,556,304
