object_probs,left,top,right,bottom
truck 0.91924,331,504,627,702
truck 0.60264,754,553,1056,718
motorbike 0.85773,354,270,373,299
motorbike 0.78215,848,423,918,488
motorbike 0.61982,151,539,197,622
motorbike 0.61564,893,405,962,465
motorbike 0.50387,580,273,614,307
car 0.97748,400,268,490,339
car 0.94256,284,427,443,600
car 0.87891,213,357,337,485
car 0.63789,620,347,786,487
person 0.81366,908,374,931,417
person 0.76185,395,382,439,448
person 0.68476,595,565,645,633
person 0.66329,907,375,939,446
person 0.64410,299,212,313,242
