object_probs,left,top,right,bottom
truck 0.72899,651,360,851,513
bus 0.91827,868,431,1078,628
motorbike 0.93146,338,265,359,296
motorbike 0.92118,386,288,411,324
motorbike 0.87619,308,250,337,274
motorbike 0.74790,560,308,594,348
motorbike 0.67021,576,270,609,305
motorbike 0.58168,517,485,589,549
car 0.98331,288,426,447,601
car 0.82243,214,360,340,486
car 0.76994,650,360,840,513
person 0.96480,527,444,573,542
person 0.95918,490,551,555,615
person 0.81029,305,659,381,719
person 0.63411,1032,563,1079,645
person 0.62913,383,275,410,306
