object_probs,left,top,right,bottom
truck 0.87793,342,505,625,709
motorbike 0.92841,501,290,530,326
person 0.57367 motorbike 0.89264,369,268,388,297
person 0.54900 motorbike 0.80538,304,250,323,283
person 0.60348 motorbike 0.66523,342,231,357,258
motorbike 0.62506,153,561,198,634
car 0.98244,227,358,318,450
car 0.94923,288,420,439,600
car 0.59711,288,197,316,217
person 0.87313,230,499,277,617
person 0.84669,408,253,428,286
person 0.71292,368,256,387,287
person 0.68025,596,267,622,303
person 0.59375,504,276,523,304
