object_probs,left,top,right,bottom
motorbike 0.98540,311,270,328,296
motorbike 0.97482,386,291,410,324
motorbike 0.94645,481,290,510,318
motorbike 0.93033,436,308,464,338
motorbike 0.86149,355,288,374,314
motorbike 0.70279,152,527,200,629
person 0.80081 motorbike 0.68857,348,272,372,305
person 0.86527 motorbike 0.67726,432,290,462,326
car 0.87687,277,217,311,240
person 0.92852,309,257,328,284
person 0.92022,482,274,506,307
person 0.67379,147,501,195,614
person 0.60073,386,280,409,304
person 0.59025,348,263,368,282
