object_probs,left,top,right,bottom
truck 0.81463,382,533,645,715
car 0.75426 truck 0.57869,645,358,837,511
bus 0.94711,858,431,1074,651
motorbike 0.92438,449,435,500,505
motorbike 0.90569,344,266,367,301
motorbike 0.88697,456,273,479,306
motorbike 0.86575,317,249,333,272
motorbike 0.74981,573,265,618,310
motorbike 0.51244,151,559,198,630
car 0.95282,282,425,449,600
car 0.76431,213,360,340,487
person 0.92847,293,646,363,717
person 0.81233,867,512,925,593
person 0.72348,314,239,330,262
person 0.58955,450,405,490,467
