object_probs,left,top,right,bottom
truck 0.86980,342,519,629,707
car 0.66872 truck 0.64527,629,353,817,494
bus 0.72912,852,440,1076,655
motorbike 0.91602,421,266,446,298
motorbike 0.88730,661,476,723,543
motorbike 0.80943,844,402,917,458
motorbike 0.76369,349,266,371,306
motorbike 0.74484,154,560,199,629
motorbike 0.52960,582,262,629,307
car 0.94793,286,424,441,595
car 0.82541,220,361,340,483
person 0.97910,468,476,518,522
person 0.94763,666,429,712,486
person 0.70770,302,645,368,716
person 0.66936,217,658,260,719
person 0.61840,209,599,275,673
person 0.61230,555,508,622,569
