object_probs,left,top,right,bottom
truck 0.91431,251,413,445,610
motorbike 0.96924,722,456,781,541
motorbike 0.96243,529,421,570,486
motorbike 0.96241,630,450,685,540
motorbike 0.89439,307,247,323,273
motorbike 0.87688,856,493,934,586
motorbike 0.69626,332,229,344,249
car 0.95805,357,238,409,281
car 0.64613,292,199,313,216
person 0.97827,629,429,681,518
person 0.92112,724,425,779,522
person 0.85843,527,400,566,466
person 0.75543,866,463,911,525
person 0.64051,529,399,560,433
person 0.56517,146,501,194,617
