object_probs,left,top,right,bottom
truck 0.86007,249,415,447,604
motorbike 0.98521,619,452,676,538
motorbike 0.98105,710,456,772,532
motorbike 0.93559,522,418,562,483
motorbike 0.91705,839,492,919,580
motorbike 0.79401,306,247,323,272
motorbike 0.66787,331,230,345,249
car 0.94657,356,244,407,279
car 0.61535,292,199,313,217
person 0.94261,619,425,673,523
person 0.93147,714,424,766,520
person 0.58128,140,505,206,621
person 0.52883,519,388,555,447
person 0.52072,854,458,904,534
person 0.51096,305,234,325,262
