object_probs,left,top,right,bottom
truck 0.89729,333,489,630,701
motorbike 0.94727,681,346,726,394
motorbike 0.94334,534,309,562,347
motorbike 0.91650,352,282,374,320
motorbike 0.86391,588,345,629,396
motorbike 0.74950,152,561,197,632
motorbike 0.59437,409,266,431,291
car 0.97223,225,374,343,481
car 0.91367,286,423,438,607
person 0.97104,260,636,330,719
person 0.83698,349,276,371,309
person 0.80457,591,329,622,360
person 0.73133,147,510,194,603
person 0.72940,534,295,559,326
person 0.65315,683,324,723,382
person 0.58141,689,320,710,351
