object_probs,left,top,right,bottom
truck 0.91441,345,511,613,712
bus 0.70938,846,433,1069,641
motorbike 0.93119,520,385,556,440
motorbike 0.83997,152,561,197,629
person 0.61237 motorbike 0.80933,330,234,347,258
motorbike 0.71793,535,288,575,344
motorbike 0.63094,251,631,315,692
motorbike 0.62739,408,439,451,507
person 0.65588 motorbike 0.62579,287,233,304,262
motorbike 0.50658,581,272,613,307
motorbike 0.50038,228,520,282,594
car 0.97167,286,423,440,606
car 0.96149,215,362,342,486
car 0.94041,567,328,718,453
person 0.77743,224,492,280,581
person 0.75433,519,360,554,425
person 0.73089,406,410,432,452
person 0.69335,144,517,196,604
person 0.65409,519,361,546,389
