object_probs,left,top,right,bottom
truck 0.63995,729,382,943,555
motorbike 0.96133,725,514,798,590
motorbike 0.89115,453,398,518,456
motorbike 0.81763,562,285,593,320
motorbike 0.79659,604,555,675,636
motorbike 0.69284,128,520,173,585
motorbike 0.69192,312,266,332,294
person 0.56384,310,253,331,286
car 0.96549,238,401,377,519
car 0.95418,309,302,402,392
car 0.88266,328,244,367,278
car 0.86943,219,353,301,420
car 0.70259,711,387,941,557
car 0.70020,288,201,314,220
person 0.94853,610,502,663,605
person 0.91765,469,363,515,426
person 0.84663,717,468,788,578
person 0.74860,240,565,321,673
person 0.74796,566,272,590,312
person 0.59837,123,507,173,574
