object_probs,left,top,right,bottom
truck 0.92549,331,483,632,705
motorbike 0.94532,332,254,351,279
motorbike 0.92077,292,250,307,273
motorbike 0.91691,378,250,397,278
person 0.59953 motorbike 0.85269,460,273,483,309
motorbike 0.77531,949,577,1065,679
car 0.98255,219,350,298,439
car 0.75429,293,418,437,603
car 0.56851,291,199,313,217
person 0.94912,971,529,1054,659
person 0.84116,224,475,271,592
person 0.69611,326,233,348,257
person 0.67134,291,239,306,263
person 0.62187,597,267,622,303
person 0.51993,315,215,327,236
