object_probs,left,top,right,bottom
truck 0.89640,344,508,617,705
motorbike 0.86296,786,401,839,457
motorbike 0.74236,835,387,895,444
motorbike 0.70696,346,267,366,297
motorbike 0.68646,153,560,199,631
motorbike 0.57211,380,397,419,461
motorbike 0.53705,593,270,623,304
car 0.98808,386,265,473,334
car 0.94229,283,427,439,604
car 0.82094,214,356,337,486
car 0.72933,602,342,754,474
person 0.90471,703,335,729,366
person 0.74610,594,565,645,634
person 0.56421,349,252,369,275
person 0.56074,772,372,793,416
