object_probs,left,top,right,bottom
motorbike 0.97243,455,328,484,367
person 0.62881 motorbike 0.93818,350,290,372,326
motorbike 0.92116,396,309,424,346
motorbike 0.90420,598,330,637,370
motorbike 0.85308,515,345,548,384
motorbike 0.79108,154,557,201,634
car 0.79829,291,213,318,239
car 0.71444,297,223,330,249
person 0.87547,597,304,637,364
person 0.86303,511,322,549,377
person 0.84952,455,313,481,345
person 0.84691,514,320,540,345
person 0.80332,397,299,421,326
person 0.64569,350,282,367,305
person 0.62876,149,504,193,611
person 0.61861,599,311,628,346
person 0.52193,455,304,472,325
