object_probs,left,top,right,bottom
car 0.74444 truck 0.54006,624,500,903,719
motorbike 0.97526,472,418,520,484
motorbike 0.96192,645,421,698,487
motorbike 0.91860,769,390,833,439
person 0.68809 motorbike 0.89963,368,249,391,288
motorbike 0.84647,466,301,543,359
motorbike 0.76981,417,325,447,362
motorbike 0.74453,416,310,446,347
motorbike 0.50423,374,265,394,294
car 0.97491,379,572,604,717
car 0.97145,238,386,367,507
person 0.87925,470,385,515,440
person 0.81549,780,364,823,422
person 0.67361,644,392,693,472
