object_probs,left,top,right,bottom
motorbike 0.95104,394,328,422,368
motorbike 0.93457,451,351,484,393
motorbike 0.91692,598,379,639,432
motorbike 0.90023,518,359,556,410
motorbike 0.83270,731,379,781,430
motorbike 0.77676,156,558,203,631
person 0.66057,732,357,781,425
car 0.90956,306,223,353,257
car 0.72305,289,210,314,238
car 0.70182,213,362,329,482
person 0.91981,450,330,480,368
person 0.87579,392,311,419,347
person 0.83361,517,344,556,402
person 0.82723,596,354,626,389
person 0.73439,596,359,634,422
person 0.59404,520,337,545,365
person 0.52580,147,506,193,608
