object_probs,left,top,right,bottom
truck 0.91207,331,504,628,705
truck 0.51152,750,591,1048,719
bus 0.86615,754,391,960,594
motorbike 0.86759,410,307,432,344
motorbike 0.78377,627,321,671,373
motorbike 0.62769,151,541,198,620
motorbike 0.61249,481,494,548,541
motorbike 0.51049,582,261,629,308
car 0.96263,467,288,588,390
car 0.93491,216,359,337,485
car 0.87761,285,422,441,599
person 0.91709,408,290,430,328
person 0.89188,492,460,537,525
person 0.74595,594,565,645,634
person 0.65654,386,251,407,284
person 0.54460,632,311,664,344
person 0.53555,139,501,183,569
