object_probs,left,top,right,bottom
truck 0.71527,652,360,849,510
bus 0.94812,865,434,1078,626
motorbike 0.94034,376,286,404,319
motorbike 0.82985,510,481,561,547
person 0.56540 motorbike 0.81670,304,237,330,266
motorbike 0.78645,334,266,355,293
motorbike 0.78581,574,271,612,306
motorbike 0.71639,527,286,568,344
person 0.71241 motorbike 0.67973,332,255,351,283
person 0.69921 motorbike 0.66208,375,273,399,304
motorbike 0.54398,308,247,333,270
motorbike 0.52662,153,559,198,631
car 0.97813,285,426,449,600
car 0.82510,213,358,336,488
car 0.78713,649,358,839,513
person 0.90019,509,436,553,516
person 0.83444,491,540,540,592
person 0.79702,297,651,375,719
person 0.54033,120,482,196,609
