object_probs,left,top,right,bottom
truck 0.62980,678,372,874,525
bus 0.97574,887,435,1071,669
motorbike 0.79004,819,615,956,719
motorbike 0.74224,486,340,524,400
motorbike 0.71337,572,263,617,310
person 0.79501 motorbike 0.68154,348,290,379,328
motorbike 0.61785,151,559,197,630
motorbike 0.56507,400,322,434,383
motorbike 0.55315,350,307,379,336
motorbike 0.54723,730,676,828,719
motorbike 0.53277,494,365,523,402
car 0.94558,314,459,507,696
car 0.94161,206,356,341,482
car 0.61919,675,361,875,517
car 0.52961,272,277,320,325
person 0.67778,483,325,519,380
person 0.65498,121,481,198,607
person 0.51864,758,623,813,705
