object_probs,left,top,right,bottom
truck 0.74570,349,203,442,289
motorbike 0.94968,887,420,960,478
motorbike 0.92959,598,328,639,367
motorbike 0.92677,527,287,560,324
motorbike 0.90624,476,268,500,303
motorbike 0.86470,403,440,452,502
person 0.60120 motorbike 0.63155,454,254,478,283
motorbike 0.56405,454,266,478,294
car 0.99154,448,340,586,443
person 0.88444,404,403,449,467
person 0.85767,598,304,637,363
person 0.71241,530,279,558,307
person 0.62683,474,256,497,281
person 0.62353,899,395,946,467
person 0.59651,603,302,624,328
person 0.57068,602,309,630,342
