object_probs,left,top,right,bottom
truck 0.58051,730,383,943,554
motorbike 0.96039,738,516,809,597
motorbike 0.94668,454,399,521,458
motorbike 0.89267,628,558,683,647
motorbike 0.80341,563,285,593,320
motorbike 0.77481,128,520,173,585
motorbike 0.71009,314,266,333,294
person 0.52911,123,507,173,573
car 0.96791,238,401,377,521
car 0.95147,310,306,406,394
car 0.88535,215,339,298,414
car 0.88281,326,242,369,278
car 0.75084,711,387,943,556
car 0.64218,289,202,313,219
person 0.91648,466,368,516,450
person 0.83719,618,507,680,607
person 0.75247,242,564,325,674
person 0.72990,565,273,590,312
person 0.59311,737,470,785,567
person 0.50814,313,253,333,287
person 0.50806,117,477,165,552
