object_probs,left,top,right,bottom
truck 0.68651,368,550,606,710
truck 0.67747,1021,501,1079,689
car 0.69745 truck 0.61334,686,376,901,535
motorbike 0.96485,503,443,547,511
motorbike 0.95476,606,440,654,500
motorbike 0.73993,569,262,612,312
motorbike 0.72484,397,346,460,398
motorbike 0.59809,119,505,165,567
car 0.99259,283,290,366,366
car 0.96850,235,397,360,500
car 0.92337,305,235,341,264
car 0.84562,217,352,299,422
car 0.79869,289,201,313,218
car 0.73379,372,562,599,715
person 0.91931,602,397,649,468
person 0.89388,501,408,543,460
person 0.82357,406,328,453,382
person 0.74196,176,522,223,635
