object_probs,left,top,right,bottom
truck 0.92933,254,427,450,621
motorbike 0.94759,637,472,698,553
motorbike 0.94752,535,420,577,489
motorbike 0.94431,730,467,795,548
motorbike 0.90827,307,249,324,275
person 0.58644 motorbike 0.85636,334,230,346,251
motorbike 0.81509,869,484,949,597
car 0.95872,362,241,412,283
car 0.60548,290,199,313,217
car 0.58197,270,269,299,304
person 0.96044,640,441,693,511
person 0.93772,734,432,784,518
person 0.92132,534,401,572,466
person 0.55292,145,501,195,616
person 0.50973,883,469,928,523
