object_probs,left,top,right,bottom
truck 0.51876,315,431,553,677
motorbike 0.96062,925,562,1036,673
motorbike 0.94040,841,575,929,685
motorbike 0.92580,307,268,330,302
motorbike 0.90894,686,550,760,642
motorbike 0.65691,156,559,202,635
person 0.68815 motorbike 0.57935,360,235,382,263
car 0.95494,400,255,467,307
car 0.81823,253,298,318,352
car 0.64765,289,197,314,218
person 0.92469,843,539,921,657
person 0.81107,941,527,1027,647
person 0.75896,692,508,746,607
person 0.65185,141,502,185,609
person 0.64887,303,252,327,285
person 0.63626,951,520,1018,593
