object_probs,left,top,right,bottom
truck 0.86027,339,495,628,705
motorbike 0.89396,922,560,1039,670
motorbike 0.84904,372,248,390,275
motorbike 0.79521,227,477,273,588
person 0.53126 motorbike 0.71034,447,269,470,306
motorbike 0.70618,326,251,345,275
motorbike 0.68532,287,247,303,272
motorbike 0.60040,316,232,334,253
motorbike 0.53958,151,532,198,627
car 0.99148,215,349,294,429
car 0.93039,290,419,437,604
person 0.86432,941,525,1028,644
person 0.71646,224,469,269,567
person 0.60808,370,234,388,263
person 0.58742,145,502,195,612
person 0.57271,313,214,328,238
person 0.57196,596,267,621,303
