object_probs,left,top,right,bottom
motorbike 0.90716,473,370,508,413
motorbike 0.88212,414,344,438,383
motorbike 0.87302,782,403,845,455
motorbike 0.84115,625,376,671,444
motorbike 0.78831,155,558,202,633
motorbike 0.67595,545,361,580,427
car 0.93673,313,226,363,259
car 0.67772,217,358,340,497
car 0.65574,288,197,315,219
person 0.96234,471,343,507,403
person 0.86519,788,367,841,448
person 0.86010,407,318,432,346
person 0.84554,626,365,668,428
person 0.70278,147,505,194,609
person 0.69046,473,342,499,369
person 0.65447,407,320,441,378
