object_probs,left,top,right,bottom
motorbike 0.90164,891,379,964,446
motorbike 0.79206,936,503,1009,575
motorbike 0.68102,716,555,811,648
motorbike 0.65724,611,642,685,719
car 0.99724,311,256,374,311
car 0.98640,261,337,368,443
car 0.98523,625,410,838,547
car 0.98362,711,352,900,476
car 0.98198,440,305,544,391
car 0.98007,505,355,640,460
car 0.97817,540,294,675,384
car 0.97792,935,544,1078,719
car 0.93737,259,538,464,707
person 0.96358,547,671,610,719
person 0.74901,730,505,778,570
person 0.70986,949,467,1013,531
person 0.67897,898,359,944,428
person 0.57194,603,577,682,697
