object_probs,left,top,right,bottom
motorbike 0.96619,539,307,574,346
motorbike 0.94399,334,285,351,317
person 0.64048 motorbike 0.91925,371,289,400,327
motorbike 0.89902,476,328,506,362
motorbike 0.80303,420,308,447,345
motorbike 0.75954,151,529,199,628
person 0.87402 motorbike 0.72105,330,274,350,305
motorbike 0.60001,473,309,503,345
car 0.93395,285,210,318,240
person 0.78810,541,291,570,325
person 0.72388,472,303,508,358
person 0.64680,147,501,194,615
person 0.62862,420,295,443,325
person 0.57699,374,282,398,305
person 0.53727,474,303,497,326
