object_probs,left,top,right,bottom
truck 0.90596,347,509,612,712
bus 0.71539,845,433,1069,642
motorbike 0.95448,518,384,556,439
motorbike 0.80573,149,535,200,622
motorbike 0.75569,532,287,572,343
motorbike 0.72325,329,232,345,256
motorbike 0.54323,405,440,451,506
motorbike 0.52603,228,521,281,595
car 0.97169,285,424,441,604
car 0.96198,565,329,718,451
car 0.94453,217,363,340,487
person 0.85850,517,358,553,425
person 0.66861,143,515,197,606
person 0.66788,223,490,280,582
person 0.61277,517,360,546,389
