object_probs,left,top,right,bottom
truck 0.50068,921,337,1079,599
motorbike 0.93409,569,311,602,350
motorbike 0.87194,502,285,532,318
motorbike 0.84099,825,397,885,455
motorbike 0.82965,381,418,423,486
motorbike 0.70350,453,266,477,297
motorbike 0.63848,435,251,459,282
person 0.63763 motorbike 0.63480,504,273,527,304
car 0.98604,418,327,538,414
car 0.60074,292,200,315,220
car 0.54376,345,208,423,281
car 0.50601,291,206,314,234
person 0.85913,382,393,421,469
person 0.77253,573,297,598,325
person 0.76435,834,366,877,425
