object_probs,left,top,right,bottom
truck 0.90101,332,501,630,703
truck 0.59786,761,552,1046,718
person 0.64464 motorbike 0.83199,359,271,379,302
motorbike 0.77649,892,436,970,509
motorbike 0.65723,633,329,668,399
motorbike 0.59892,391,424,461,484
motorbike 0.57705,151,538,197,623
motorbike 0.54764,958,414,1000,486
motorbike 0.54101,791,381,834,447
car 0.98622,408,268,498,342
car 0.93200,285,425,440,605
car 0.77151,210,359,336,487
car 0.59407,642,353,813,497
person 0.77077,405,396,447,468
person 0.70488,594,565,645,634
person 0.66566,785,362,822,423
person 0.66193,406,395,441,433
person 0.55446,307,213,323,242
