object_probs,left,top,right,bottom
truck 0.71368,351,204,441,289
motorbike 0.96574,596,331,634,366
motorbike 0.93413,883,418,954,477
motorbike 0.91602,474,269,499,302
motorbike 0.86219,526,287,558,325
motorbike 0.71698,401,437,448,502
person 0.68213 motorbike 0.59689,456,255,477,282
car 0.99142,446,338,582,439
person 0.92164,402,400,444,468
person 0.85112,595,302,633,362
person 0.73849,598,302,622,327
person 0.71508,474,257,496,283
person 0.54269,597,311,628,340
person 0.53152,890,382,929,444
person 0.50430,528,279,556,307
